id,order,category_id,ka,en,ru,price,vegetarian,topRated,soldOut,description_ka,description_en,description_ru,story_ka,story_en
dish_0185,30,cat_0014,გორული მწვანე,Goruli Mtsvane,Горули Мцване,90,FALSE,FALSE,FALSE,,,,"Elegant and fresh bouquet, intense aromas of sweet exotic fruit bobuquet on buttry notes, slight muscat nut spicyness, pear, quince, white plum and white cherry aromas with white flower and herbal notes. Fine minerality. Developping in complexety with decantation.",ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0186,40,cat_0014,ცოლიკაური,Tsolikauri,Цоликаури,50,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0187,50,cat_0014,რქაწითელი,Rkatsiteli,Ркацители,50,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0188,60,cat_0014,შარდონე,Chardonnay,Шардоне,80,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0189,70,cat_0014,ტვიში,Tvishi,Твиши,60,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0190,80,cat_0014,საფერავი,Saperavi,Саперави,70,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0191,90,cat_0014,ხვანჩკარა,Khvanchkara,Хванчкара,100,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0192,100,cat_0014,ქინძმარაული,Kindzmarauli,Киндзмараули,80,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0193,110,cat_0014,ჭაჭა ბოთლის,Chacha betteled,Чача,150,FALSE,FALSE,FALSE,,,,,ღვინის ქარხანა აღჭურვილია თანამედროვე ტექნოლოგიებით. იგი აშენდა 2007 წელს და პირველი მოსავალი 2007 წელს მიიღო. ვენახი ძალიან ახლოს არის ღვინის ქარხანასთან და ყურძნის მიღება შესაძლებელია კრეფიდან 15 წუთის შემდეგ. კომპანია აწარმოებს 23 სახეობას.
dish_0194,10,cat_0018,სტალიჩნაია,Stoli.vodka,Столи.водка,7,FALSE,FALSE,FALSE,,,,,
dish_0195,20,cat_0018,ნემიროფი,Nemiroff,Немирофф,5,FALSE,FALSE,FALSE,,,,,
dish_0196,30,cat_0018,ფინლანდია,Finlandia,Финляндия,10,FALSE,FALSE,FALSE,,,,,
dish_0197,40,cat_0018,დანსკა,Danzka,Данцка,10,FALSE,FALSE,FALSE,,,,,
dish_0198,50,cat_0018,აბსოლუტური,Absolut,Абсолют,10,FALSE,FALSE,FALSE,,,,,
dish_0199,60,cat_0018,გრეიგუსი,Grey Goose,Серый гусь,20,FALSE,FALSE,FALSE,,,,,
dish_0200,70,cat_0018,ბელუგა,Beluga,Белуга,20,FALSE,FALSE,FALSE,,,,,
dish_0201,10,cat_0013,"ჩამოსასხმელი ქართული ლუდი ""ზედაზენი""","Georgian draft beer ""Zedazeni""","Грузинское разливное пиво ""Зедазени""",8,FALSE,FALSE,FALSE,,,,,
dish_0202,20,cat_0013,ჩამოსასხმელი ლუდი „ჰაინიკენი“,"Draft beer ""Heineken""","Разливное пиво ""Хейнекен""",11,FALSE,FALSE,FALSE,,,,,
dish_0203,30,cat_0013,"ჩამოსასხმელი ლუდი ""კრომბახერი""","Draft beer ""Krombacher""","Разливное пиво ""Кромбахер""",12,FALSE,FALSE,FALSE,,,,,
dish_0204,40,cat_0013,ბოთლის ლუდი „ჰაინიკენი“,"Bottled beer ""Heineken""","Пиво бутылочное ""Хейнекен""",12,FALSE,FALSE,FALSE,,,,,
dish_0205,50,cat_0013,ბოთლის ლუდი „კრომბახერი“,"Bottled beer ""Krombacher""","Пиво бутылочное ""Кромбахер""",12,FALSE,FALSE,FALSE,,,,,
